Portal,Domain,Topic,Detailed Skill / Tool,Type,Level,Learning Format,Official Source URL,Verified Date,Notes
Google Cloud Skills Boost,Data,Analytics,Dataflow,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Data,Analytics,Dataproc,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Data,Analytics,Pub/Sub,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Data,Analytics,Dataplex,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Data,Analytics,Looker,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Machine Learning,Vertex AI,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Machine Learning,AutoML,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Machine Learning,TensorFlow on Google Cloud,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Machine Learning,Model deployment,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Machine Learning,MLOps,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Generative AI,Gemini,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Generative AI,Vertex AI Studio,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Generative AI,Prompt design,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Generative AI,RAG,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Generative AI,Vector Search,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,AI & ML,Generative AI,Agent Builder,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Security,Cloud IAM,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Security,Security Command Center,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Security,Cloud KMS,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Security,Secret Manager,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Security,BeyondCorp,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Security,Chronicle,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Operations,Cloud Monitoring,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Operations,Cloud Logging,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Operations,Cloud Trace,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Operations,Error Reporting,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,Security & Operations,Operations,Cloud Profiler,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,DevOps,Cloud Build,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,DevOps,Artifact Registry,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,DevOps,Cloud Deploy,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,DevOps,Terraform on Google Cloud,Tool / Platform,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,DevOps,SRE,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,Application Development,APIs,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,Application Development,Apigee,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,Application Development,Firebase,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,Application Development,Microservices,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Google Cloud Skills Boost,DevOps & Application Development,Application Development,Serverless applications,Skill / Topic,Varies,"Courses, learning paths, hands-on labs, skill badges, certification preparation",https://www.cloudskillsboost.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,IT Support,Computer hardware,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,IT Support,Operating systems,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,IT Support,Networking,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,IT Support,System administration,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,IT Support,IT security,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,IT Support,Troubleshooting,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Data Analytics,Spreadsheets,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Data Analytics,SQL,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Data Analytics,Data cleaning,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Data Analytics,Tableau,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Data Analytics,R,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Data Analytics,Data visualization,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Data Analytics,Case studies,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Project Management,Project lifecycle,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Project Management,Agile,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Project Management,Scrum,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Project Management,Stakeholder management,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Project Management,Risk management,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Project Management,Documentation,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,UX Design,User research,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,UX Design,Wireframes,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,UX Design,Prototypes,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,UX Design,Figma,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,UX Design,Usability testing,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,UX Design,Portfolio development,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Cybersecurity,Security foundations,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Cybersecurity,Linux,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Cybersecurity,SQL,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Cybersecurity,SIEM,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Cybersecurity,Python,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Cybersecurity,Threat detection,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Cybersecurity,Incident response,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Digital Marketing & E-commerce,SEO,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Digital Marketing & E-commerce,SEM,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Digital Marketing & E-commerce,Google Ads,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Digital Marketing & E-commerce,Google Analytics,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Digital Marketing & E-commerce,Email marketing,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Digital Marketing & E-commerce,E-commerce,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Advanced Data Analytics,Python,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Advanced Data Analytics,Statistics,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Advanced Data Analytics,Regression,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Advanced Data Analytics,Machine learning,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Advanced Data Analytics,Jupyter,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Advanced Data Analytics,Tableau,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Business Intelligence,Data modeling,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Business Intelligence,ETL,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Business Intelligence,BigQuery,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Business Intelligence,SQL,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Business Intelligence,Tableau,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Career Certificates,Business Intelligence,Dashboards,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,AI & Productivity,Generative AI,AI fundamentals,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,AI & Productivity,Generative AI,Prompting,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,AI & Productivity,Generative AI,Responsible AI,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,AI & Productivity,Generative AI,AI for productivity,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,AI & Productivity,Generative AI,Gemini,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,AI & Productivity,Digital Skills,Google Workspace,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,AI & Productivity,Digital Skills,Online collaboration,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,AI & Productivity,Digital Skills,Remote work,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,AI & Productivity,Digital Skills,Digital safety,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Small Business,Business Growth,Google Business Profile,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Small Business,Business Growth,Online presence,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Small Business,Business Growth,Digital advertising,Tool / Platform,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Small Business,Business Growth,Analytics,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Grow with Google,Small Business,Business Growth,E-commerce basics,Skill / Topic,Varies,"Career certificates, short courses, workshops, business and digital-skills resources",https://grow.google/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Core Principles,Carbon efficiency,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Core Principles,Energy efficiency,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Core Principles,Hardware efficiency,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Core Principles,Carbon awareness,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Climate Science,Greenhouse gases,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Climate Science,Carbon intensity,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Climate Science,Embodied carbon,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Climate Science,Operational carbon,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Measurement,Software Carbon Intensity specification,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Measurement,Energy measurement,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Measurement,Carbon estimation,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Foundations,Measurement,Functional units,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Patterns,Demand shaping,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Patterns,Time shifting,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Patterns,Location shifting,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Patterns,Resource optimization,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Patterns,Caching,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Patterns,Batching,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Cloud Sustainability,Cloud region selection,Tool / Platform,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Cloud Sustainability,Autoscaling,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Cloud Sustainability,Serverless efficiency,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Cloud Sustainability,Workload scheduling,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Application Design,Efficient algorithms,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Application Design,Data minimization,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Application Design,Network efficiency,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Green Software Engineering,Application Design,User-device efficiency,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Operations & Culture,Sustainable Operations,Carbon-aware computing,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Operations & Culture,Sustainable Operations,Observability,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Operations & Culture,Sustainable Operations,Sustainability metrics,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Operations & Culture,Sustainable Operations,GreenOps,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Operations & Culture,Organizational Practice,Sustainability goals,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Operations & Culture,Organizational Practice,Procurement,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
Green Software Foundation,Operations & Culture,Organizational Practice,Reporting,Skill / Topic,Varies,"Open learning modules, principles, patterns and practitioner resources",https://learn.greensoftware.foundation/,46225,Catalog-level coverage; verify individual offerings on portal.
